,,,,,All Type of Report (All Grades) for 01-Jan-2023 to 25-Feb-2026,,,,
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,25-09-2023,4.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,26-09-2023,5.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,27-09-2023,5.00,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,28-09-2023,3.00,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,03-10-2023,3.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,04-10-2023,2.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,05-10-2023,3.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,06-10-2023,3.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,07-10-2023,2.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,08-10-2023,3.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,09-10-2023,2.00,Metric Tonnes,1700.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,10-10-2023,3.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,11-10-2023,2.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,12-10-2023,4.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,13-10-2023,3.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,14-10-2023,2.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,15-10-2023,3.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,16-10-2023,3.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,17-10-2023,2.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,18-10-2023,3.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,19-10-2023,3.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,20-10-2023,3.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,21-10-2023,2.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,22-10-2023,2.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,23-10-2023,2.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,24-10-2023,1.00,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,25-10-2023,3.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,26-10-2023,2.00,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,27-10-2023,2.00,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,28-10-2023,2.00,Metric Tonnes,1700.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,29-10-2023,3.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,30-10-2023,2.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,31-10-2023,3.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,02-11-2023,4.00,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,04-11-2023,3.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,06-11-2023,2.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,07-11-2023,2.00,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,08-11-2023,3.00,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,09-11-2023,2.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,10-11-2023,1.00,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,11-11-2023,1.00,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,13-11-2023,2.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,14-11-2023,3.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,15-11-2023,3.00,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,16-11-2023,2.00,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,17-11-2023,2.00,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,18-11-2023,3.00,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,19-11-2023,2.00,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,20-11-2023,2.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,21-11-2023,3.00,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,22-11-2023,2.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,23-11-2023,3.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,24-11-2023,2.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,25-11-2023,2.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,27-11-2023,2.00,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,28-11-2023,2.00,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,29-11-2023,2.00,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,30-11-2023,2.00,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,04-12-2023,1.00,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,05-12-2023,2.00,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,06-12-2023,2.00,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,07-12-2023,3.00,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,08-12-2023,2.00,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,09-12-2023,3.00,Metric Tonnes,1700.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,10-12-2023,2.00,Metric Tonnes,1700.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,11-12-2023,2.00,Metric Tonnes,1700.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,12-12-2023,2.00,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,13-12-2023,1.00,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,14-12-2023,2.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,15-12-2023,1.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,16-12-2023,3.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,17-12-2023,1.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,18-12-2023,2.00,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,19-12-2023,2.00,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,20-12-2023,1.00,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,21-12-2023,2.00,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,22-12-2023,2.00,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,23-12-2023,1.00,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,24-12-2023,2.00,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,25-12-2023,2.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,26-12-2023,1.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,27-12-2023,2.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,28-12-2023,1.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,29-12-2023,1.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,30-12-2023,2.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,31-12-2023,2.00,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,01-01-2024,2.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,02-01-2024,2.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,03-01-2024,1.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,04-01-2024,2.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,05-01-2024,2.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,06-01-2024,2.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,07-01-2024,1.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,08-01-2024,2.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,09-01-2024,1.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,10-01-2024,2.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,11-01-2024,2.00,Metric Tonnes,1700.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,12-01-2024,3.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,13-01-2024,3.00,Metric Tonnes,1700.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,16-01-2024,2.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,17-01-2024,1.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,18-01-2024,1.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,19-01-2024,1.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,21-01-2024,1.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,22-01-2024,1.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,23-01-2024,2.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,24-01-2024,1.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,25-01-2024,2.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,27-01-2024,2.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,28-01-2024,2.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,29-01-2024,2.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,30-01-2024,1.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,31-01-2024,2.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,01-02-2024,1.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,02-02-2024,1.00,Metric Tonnes,3500.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,03-02-2024,3.00,Metric Tonnes,1750.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,04-02-2024,2.00,Metric Tonnes,1700.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,05-02-2024,3.00,Metric Tonnes,1700.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,06-02-2024,2.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,07-02-2024,3.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,08-02-2024,2.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,09-02-2024,1.00,Metric Tonnes,1700.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,10-02-2024,2.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,11-02-2024,2.00,Metric Tonnes,1700.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,12-02-2024,2.00,Metric Tonnes,1700.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,13-02-2024,2.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,14-02-2024,2.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,16-02-2024,1.00,Metric Tonnes,1900.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,17-02-2024,1.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,18-02-2024,2.00,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,19-02-2024,1.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,20-02-2024,1.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,21-02-2024,2.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,22-02-2024,2.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,23-02-2024,2.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,24-02-2024,2.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,25-02-2024,2.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,26-02-2024,1.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,28-02-2024,1.90,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,29-02-2024,1.90,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,01-03-2024,1.70,Metric Tonnes,1700.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,02-03-2024,2.50,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,03-03-2024,1.90,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,04-03-2024,1.70,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,05-03-2024,2.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,06-03-2024,1.90,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,07-03-2024,4.40,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,08-03-2024,2.60,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,09-03-2024,2.10,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,10-03-2024,3.80,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,11-03-2024,4.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,12-03-2024,2.90,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,14-03-2024,1.90,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,15-03-2024,2.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,16-03-2024,1.20,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,18-03-2024,1.50,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,19-03-2024,1.60,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,20-03-2024,2.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,21-03-2024,1.10,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,22-03-2024,1.10,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,24-03-2024,1.40,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,25-03-2024,1.40,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,26-03-2024,1.20,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,27-03-2024,1.60,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,28-03-2024,1.10,Metric Tonnes,1700.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,29-03-2024,1.10,Metric Tonnes,1700.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,31-03-2024,2.10,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,01-04-2024,1.30,Metric Tonnes,1700.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,02-04-2024,2.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,03-04-2024,1.20,Metric Tonnes,1900.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,04-04-2024,1.80,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,05-04-2024,1.70,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,06-04-2024,2.00,Metric Tonnes,1700.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,07-04-2024,2.80,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,08-04-2024,1.70,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,13-04-2024,2.90,Metric Tonnes,2250.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,15-04-2024,0.30,Metric Tonnes,2100.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,19-04-2024,1.50,Metric Tonnes,2200.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,21-04-2024,1.60,Metric Tonnes,2200.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,22-04-2024,1.50,Metric Tonnes,2200.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,24-04-2024,0.90,Metric Tonnes,2200.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,25-04-2024,1.80,Metric Tonnes,2000.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,26-04-2024,1.80,Metric Tonnes,2100.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,27-04-2024,3.00,Metric Tonnes,2200.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,28-04-2024,1.80,Metric Tonnes,2200.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,29-04-2024,2.40,Metric Tonnes,2200.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,30-04-2024,2.00,Metric Tonnes,2300.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,02-05-2024,1.60,Metric Tonnes,2200.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,03-05-2024,1.10,Metric Tonnes,2200.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,04-05-2024,2.70,Metric Tonnes,2300.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,06-05-2024,3.10,Metric Tonnes,2400.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,07-05-2024,2.80,Metric Tonnes,2400.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,08-05-2024,2.30,Metric Tonnes,2500.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,09-05-2024,2.60,Metric Tonnes,2400.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,10-05-2024,3.30,Metric Tonnes,2400.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,11-05-2024,2.70,Metric Tonnes,2300.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,14-05-2024,3.20,Metric Tonnes,2400.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,16-05-2024,2.90,Metric Tonnes,2400.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,17-05-2024,1.60,Metric Tonnes,2300.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,18-05-2024,1.10,Metric Tonnes,2400.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,19-05-2024,2.40,Metric Tonnes,2200.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,20-05-2024,2.60,Metric Tonnes,2400.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,21-05-2024,2.60,Metric Tonnes,2200.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,22-05-2024,2.00,Metric Tonnes,2200.00,Rs./Quintal
Maharashtra,Pune,Pune(Manjri) APMC,Vegetables,Potato,23-05-2024,2.30,Metric Tonnes,2000.00,Rs./Quintal
