,,,,,,All Type of Report (All Grades) for 01-Jan-2023 to 25-Feb-2026,,,,,
Maharashtra,Nashik,Vegetables,Onion,24-01-2025,-,12974.70,Metric Tonnes,887.98,2256.10,2719.38,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,25-01-2025,-,6774.27,Metric Tonnes,883.66,2259.07,2744.72,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,27-01-2025,-,18225.32,Metric Tonnes,730.53,2059.22,2608.69,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,28-01-2025,-,11965.08,Metric Tonnes,907.55,2177.48,2638.26,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,29-01-2025,-,10941.50,Metric Tonnes,699.61,2061.56,2579.09,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,30-01-2025,-,14977.20,Metric Tonnes,791.42,2060.53,2562.00,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,31-01-2025,-,15705.40,Metric Tonnes,759.74,2035.05,2521.25,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,01-02-2025,-,22284.49,Metric Tonnes,769.92,1934.17,2544.46,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,03-02-2025,-,28255.19,Metric Tonnes,795.74,2015.32,2490.21,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,04-02-2025,-,11103.93,Metric Tonnes,729.39,2054.83,2564.22,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,05-02-2025,-,10342.81,Metric Tonnes,767.55,2155.35,2622.02,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,06-02-2025,-,10377.90,Metric Tonnes,776.11,2143.93,2642.78,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,07-02-2025,-,9676.40,Metric Tonnes,802.42,2274.85,2827.89,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,08-02-2025,-,6206.50,Metric Tonnes,885.31,2283.96,2876.41,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,11-02-2025,-,468.73,Metric Tonnes,801.00,2255.53,2751.50,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,12-02-2025,-,7594.50,Metric Tonnes,966.63,2539.55,2984.56,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,13-02-2025,-,9993.80,Metric Tonnes,1135.63,2793.20,3367.99,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,14-02-2025,-,11092.80,Metric Tonnes,1116.34,2958.67,3573.91,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,15-02-2025,-,6721.70,Metric Tonnes,1229.09,2880.61,3427.01,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,17-02-2025,-,13297.50,Metric Tonnes,1098.12,2623.80,3151.27,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,18-02-2025,-,11438.90,Metric Tonnes,994.58,2499.92,3119.09,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,19-02-2025,-,3892.50,Metric Tonnes,866.81,2231.39,2817.96,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,20-02-2025,-,16011.79,Metric Tonnes,829.52,2105.75,2577.66,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,21-02-2025,-,10994.99,Metric Tonnes,876.40,2175.30,2610.86,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,22-02-2025,-,7311.40,Metric Tonnes,928.58,2236.83,2768.18,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,24-02-2025,-,15395.07,Metric Tonnes,968.74,2255.22,2652.04,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,25-02-2025,-,9470.80,Metric Tonnes,969.87,2292.28,2564.84,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,26-02-2025,-,953.20,Metric Tonnes,1284.81,2306.42,2574.67,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,27-02-2025,-,8245.60,Metric Tonnes,887.68,2265.61,2532.65,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,28-02-2025,-,11307.80,Metric Tonnes,877.52,2202.02,2545.61,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,01-03-2025,-,6825.00,Metric Tonnes,1174.47,2179.07,2578.64,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,03-03-2025,-,13143.50,Metric Tonnes,914.03,2092.96,2448.62,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,04-03-2025,-,12820.50,Metric Tonnes,1034.38,2088.60,2450.46,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,05-03-2025,-,13324.67,Metric Tonnes,966.77,2098.73,2426.43,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,06-03-2025,-,10545.50,Metric Tonnes,917.50,2098.24,2397.71,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,07-03-2025,-,10080.74,Metric Tonnes,1046.76,2090.62,2387.79,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,08-03-2025,-,7241.40,Metric Tonnes,1029.90,1854.09,2233.64,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,10-03-2025,-,24701.60,Metric Tonnes,678.73,1540.84,1841.40,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,11-03-2025,-,13282.20,Metric Tonnes,689.51,1396.08,1688.65,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,12-03-2025,-,9086.50,Metric Tonnes,651.66,1376.51,1655.64,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,13-03-2025,-,2282.10,Metric Tonnes,708.26,1476.57,1723.39,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,14-03-2025,-,465.80,Metric Tonnes,683.25,1470.33,1747.32,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,15-03-2025,-,2509.30,Metric Tonnes,844.48,1489.48,1698.59,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,17-03-2025,-,10881.66,Metric Tonnes,687.38,1421.22,1726.20,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,18-03-2025,-,12103.56,Metric Tonnes,702.00,1433.41,1679.40,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,19-03-2025,-,6506.07,Metric Tonnes,698.87,1393.92,1637.39,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,20-03-2025,-,16497.00,Metric Tonnes,629.14,1334.89,1574.29,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,21-03-2025,-,15564.20,Metric Tonnes,581.40,1279.88,1512.80,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,22-03-2025,-,7578.70,Metric Tonnes,699.53,1295.60,1533.82,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,24-03-2025,-,12925.92,Metric Tonnes,663.77,1328.20,1552.61,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,25-03-2025,-,9172.13,Metric Tonnes,652.52,1434.36,1616.25,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,26-03-2025,-,6674.65,Metric Tonnes,773.68,1436.76,1592.17,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,27-03-2025,-,9571.47,Metric Tonnes,665.18,1363.77,1556.26,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,28-03-2025,-,2726.50,Metric Tonnes,703.60,1296.41,1483.80,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,29-03-2025,-,332.60,Metric Tonnes,650.00,1500.00,1890.00,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,01-04-2025,-,465.60,Metric Tonnes,577.22,1296.98,1654.64,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,02-04-2025,-,9070.20,Metric Tonnes,530.12,1155.04,1407.92,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,03-04-2025,-,8385.10,Metric Tonnes,594.32,1172.63,1389.70,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,04-04-2025,-,11507.40,Metric Tonnes,585.29,1203.46,1398.04,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,05-04-2025,-,4746.18,Metric Tonnes,727.18,1262.20,1468.61,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,07-04-2025,-,15178.61,Metric Tonnes,623.38,1209.58,1390.88,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,08-04-2025,-,15869.03,Metric Tonnes,585.76,1180.88,1363.79,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,09-04-2025,-,12012.46,Metric Tonnes,635.65,1168.49,1335.06,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,10-04-2025,-,1913.49,Metric Tonnes,580.31,1163.63,1353.19,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,11-04-2025,-,14490.55,Metric Tonnes,550.24,1102.75,1289.32,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,12-04-2025,-,6809.71,Metric Tonnes,662.28,1070.36,1293.96,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,14-04-2025,-,2758.40,Metric Tonnes,630.61,1078.90,1307.49,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,15-04-2025,-,16507.24,Metric Tonnes,566.08,1040.70,1314.81,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,16-04-2025,-,15489.13,Metric Tonnes,523.09,1122.94,1389.49,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,17-04-2025,-,13170.12,Metric Tonnes,503.88,1152.34,1456.76,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,18-04-2025,-,7768.18,Metric Tonnes,535.45,1144.61,1441.99,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,19-04-2025,-,7592.60,Metric Tonnes,612.21,1139.28,1468.87,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,21-04-2025,-,14068.30,Metric Tonnes,513.39,1131.61,1458.41,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,22-04-2025,-,13050.80,Metric Tonnes,501.38,1158.03,1465.62,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,23-04-2025,-,14653.12,Metric Tonnes,503.35,1171.76,1502.91,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,24-04-2025,-,19402.99,Metric Tonnes,499.84,1154.88,1492.70,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,25-04-2025,-,10716.47,Metric Tonnes,482.38,1183.83,1540.05,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,26-04-2025,-,10542.31,Metric Tonnes,569.51,1112.49,1562.07,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,28-04-2025,-,25001.44,Metric Tonnes,490.86,1122.33,1488.98,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,29-04-2025,-,9087.60,Metric Tonnes,426.93,1118.98,1518.85,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,30-04-2025,-,4000.30,Metric Tonnes,544.48,1156.09,1697.21,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,02-05-2025,-,15802.88,Metric Tonnes,422.51,1061.55,1572.65,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,03-05-2025,-,11582.97,Metric Tonnes,544.21,1105.43,1573.31,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,05-05-2025,-,21292.64,Metric Tonnes,461.66,1081.50,1485.24,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,06-05-2025,-,16005.34,Metric Tonnes,465.13,1067.63,1473.29,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,07-05-2025,-,14099.40,Metric Tonnes,388.28,1074.14,1444.72,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,08-05-2025,-,16241.98,Metric Tonnes,402.36,1082.33,1485.45,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,09-05-2025,-,14126.60,Metric Tonnes,414.71,1067.15,1442.06,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,10-05-2025,-,7481.07,Metric Tonnes,566.63,1106.53,1538.12,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,12-05-2025,-,14406.37,Metric Tonnes,459.15,1103.03,1533.32,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,13-05-2025,-,8457.00,Metric Tonnes,360.33,1045.42,1519.61,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,15-05-2025,-,18558.50,Metric Tonnes,369.82,1060.73,1489.53,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,16-05-2025,-,19770.24,Metric Tonnes,373.50,1021.54,1453.90,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,17-05-2025,-,7911.70,Metric Tonnes,419.34,1035.58,1532.80,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,19-05-2025,-,19958.72,Metric Tonnes,410.47,1050.23,1473.56,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,20-05-2025,-,12706.96,Metric Tonnes,448.28,1059.66,1571.62,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,21-05-2025,-,12166.85,Metric Tonnes,406.65,1070.32,1501.61,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,22-05-2025,-,12314.52,Metric Tonnes,416.57,1086.84,1609.22,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,23-05-2025,-,11026.72,Metric Tonnes,350.26,1111.36,1572.57,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,24-05-2025,-,7464.49,Metric Tonnes,550.02,1174.29,1675.59,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,26-05-2025,-,16885.50,Metric Tonnes,512.88,1175.07,1742.63,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,27-05-2025,-,15168.75,Metric Tonnes,467.18,1243.72,1789.68,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,28-05-2025,-,13226.70,Metric Tonnes,476.50,1300.08,1818.48,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,29-05-2025,-,14188.15,Metric Tonnes,467.09,1323.35,1845.46,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,30-05-2025,-,41339.40,Metric Tonnes,349.02,1298.41,1771.18,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,31-05-2025,-,11637.54,Metric Tonnes,642.13,1293.27,1894.26,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,02-06-2025,-,21323.87,Metric Tonnes,427.86,1224.83,1827.97,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,03-06-2025,-,14045.96,Metric Tonnes,526.94,1335.18,1916.08,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,04-06-2025,-,10136.88,Metric Tonnes,445.32,1384.61,1955.73,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,05-06-2025,-,12677.70,Metric Tonnes,485.43,1339.52,1993.29,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,06-06-2025,-,10537.09,Metric Tonnes,402.07,1419.69,2075.11,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,07-06-2025,-,4504.96,Metric Tonnes,584.13,1477.41,2209.94,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,09-06-2025,-,16236.82,Metric Tonnes,571.35,1482.46,2167.93,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,10-06-2025,-,16662.49,Metric Tonnes,555.49,1508.61,2208.93,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,11-06-2025,-,15046.33,Metric Tonnes,517.40,1541.60,2115.69,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,12-06-2025,-,19032.95,Metric Tonnes,539.89,1501.38,2216.51,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,13-06-2025,-,12875.10,Metric Tonnes,515.23,1500.24,2098.24,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,14-06-2025,-,11246.47,Metric Tonnes,594.34,1506.95,2202.83,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,16-06-2025,-,23325.62,Metric Tonnes,575.40,1505.30,2044.16,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,17-06-2025,-,19589.69,Metric Tonnes,496.00,1535.14,2049.37,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,18-06-2025,-,13498.74,Metric Tonnes,497.89,1469.17,2001.33,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,19-06-2025,-,10841.61,Metric Tonnes,521.38,1484.00,2076.17,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,20-06-2025,-,12765.15,Metric Tonnes,485.38,1480.95,1979.36,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,21-06-2025,-,7008.65,Metric Tonnes,531.94,1527.33,1998.81,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,23-06-2025,-,17443.76,Metric Tonnes,540.79,1514.27,2027.31,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,24-06-2025,-,16118.26,Metric Tonnes,553.80,1494.15,2011.05,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,25-06-2025,-,12585.51,Metric Tonnes,476.63,1434.35,1868.87,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,26-06-2025,-,15302.94,Metric Tonnes,500.26,1442.90,1936.12,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,27-06-2025,-,11245.70,Metric Tonnes,526.02,1468.56,1953.49,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,28-06-2025,-,9536.93,Metric Tonnes,635.03,1474.29,1993.82,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,30-06-2025,-,15284.19,Metric Tonnes,516.09,1435.16,1893.79,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,01-07-2025,-,9549.16,Metric Tonnes,555.81,1428.51,1978.59,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,02-07-2025,-,8412.31,Metric Tonnes,486.42,1409.97,1895.31,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,03-07-2025,-,17248.01,Metric Tonnes,554.67,1358.00,1885.03,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,04-07-2025,-,15665.09,Metric Tonnes,513.80,1381.49,1833.68,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,05-07-2025,-,7634.73,Metric Tonnes,636.46,1442.01,1876.26,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,07-07-2025,-,13878.07,Metric Tonnes,537.70,1368.88,1837.26,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,08-07-2025,-,15295.10,Metric Tonnes,546.96,1391.46,1874.82,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,09-07-2025,-,13170.26,Metric Tonnes,472.73,1383.92,1838.67,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,10-07-2025,-,13125.79,Metric Tonnes,594.71,1380.80,1897.18,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,11-07-2025,-,14217.70,Metric Tonnes,544.66,1383.94,1809.14,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,12-07-2025,-,7123.30,Metric Tonnes,469.32,1329.60,1823.74,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,14-07-2025,-,17440.76,Metric Tonnes,471.57,1356.74,1818.89,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,15-07-2025,-,16626.55,Metric Tonnes,480.17,1333.31,1788.55,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,16-07-2025,-,16775.75,Metric Tonnes,502.43,1347.13,1805.60,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,17-07-2025,-,17252.98,Metric Tonnes,499.17,1327.07,1796.06,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,18-07-2025,-,17306.66,Metric Tonnes,487.05,1294.08,1714.50,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,19-07-2025,-,6881.50,Metric Tonnes,481.96,1297.41,1849.39,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,21-07-2025,-,16800.57,Metric Tonnes,434.29,1308.95,1704.01,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,22-07-2025,-,16399.17,Metric Tonnes,528.88,1317.24,1763.42,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,23-07-2025,-,11725.48,Metric Tonnes,406.40,1290.29,1702.62,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,24-07-2025,-,5016.60,Metric Tonnes,426.78,1293.73,1723.19,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,25-07-2025,-,6325.70,Metric Tonnes,459.41,1217.81,1747.83,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,26-07-2025,-,2871.20,Metric Tonnes,420.55,1240.94,1641.73,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,28-07-2025,-,16956.48,Metric Tonnes,454.75,1256.33,1676.47,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,29-07-2025,-,7327.00,Metric Tonnes,405.78,1215.51,1670.29,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,30-07-2025,-,12963.49,Metric Tonnes,454.15,1248.85,1577.78,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,31-07-2025,-,16351.11,Metric Tonnes,434.02,1214.61,1583.52,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,01-08-2025,-,14627.60,Metric Tonnes,373.40,1214.15,1532.47,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,02-08-2025,-,7639.61,Metric Tonnes,451.31,1261.55,1606.01,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,04-08-2025,-,20272.29,Metric Tonnes,431.88,1214.65,1618.01,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,05-08-2025,-,17647.64,Metric Tonnes,424.08,1230.26,1606.32,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,06-08-2025,-,14457.34,Metric Tonnes,423.32,1237.98,1565.84,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,07-08-2025,-,16752.09,Metric Tonnes,416.63,1244.81,1619.59,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,08-08-2025,-,5573.50,Metric Tonnes,328.29,1259.71,1630.01,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,09-08-2025,-,81.10,Metric Tonnes,300.00,1270.00,1650.00,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,11-08-2025,-,11120.39,Metric Tonnes,434.55,1252.99,1652.78,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,12-08-2025,-,10722.29,Metric Tonnes,493.60,1389.36,1711.54,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,13-08-2025,-,12499.70,Metric Tonnes,525.16,1541.83,1874.86,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,14-08-2025,-,13221.51,Metric Tonnes,502.09,1509.06,1868.45,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,16-08-2025,-,6873.80,Metric Tonnes,557.80,1534.71,1881.07,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,18-08-2025,-,11711.20,Metric Tonnes,543.54,1529.11,1910.40,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,19-08-2025,-,19571.77,Metric Tonnes,536.07,1473.92,1821.26,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,20-08-2025,-,22119.17,Metric Tonnes,516.10,1438.37,1807.50,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,21-08-2025,-,10197.69,Metric Tonnes,450.74,1422.03,1812.30,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,22-08-2025,-,575.10,Metric Tonnes,478.69,1359.12,1596.29,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,23-08-2025,-,4561.20,Metric Tonnes,488.47,1396.56,1691.83,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,25-08-2025,-,29740.56,Metric Tonnes,424.31,1309.29,1701.09,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,26-08-2025,-,11494.20,Metric Tonnes,452.69,1301.26,1773.42,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,27-08-2025,-,793.70,Metric Tonnes,507.96,1279.50,1617.85,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,28-08-2025,-,14593.40,Metric Tonnes,434.62,1264.97,1738.34,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,29-08-2025,-,9207.90,Metric Tonnes,427.14,1240.91,1658.50,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,30-08-2025,-,5623.30,Metric Tonnes,481.82,1270.30,1693.34,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,01-09-2025,-,21017.38,Metric Tonnes,432.94,1253.08,1630.80,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,02-09-2025,-,14633.04,Metric Tonnes,400.27,1258.04,1656.20,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,03-09-2025,-,15625.77,Metric Tonnes,376.95,1228.82,1648.54,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,04-09-2025,-,14820.59,Metric Tonnes,378.18,1240.18,1701.86,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,05-09-2025,-,4643.40,Metric Tonnes,395.67,1215.32,1589.52,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,06-09-2025,-,1422.00,Metric Tonnes,575.58,1277.56,1655.82,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,08-09-2025,-,17574.26,Metric Tonnes,400.27,1219.35,1677.95,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,09-09-2025,-,16963.22,Metric Tonnes,408.69,1198.53,1668.76,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,10-09-2025,-,16521.96,Metric Tonnes,348.48,1146.18,1641.84,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,11-09-2025,-,21122.26,Metric Tonnes,325.32,1072.86,1553.67,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,12-09-2025,-,9676.72,Metric Tonnes,373.51,1090.23,1460.93,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,13-09-2025,-,4323.10,Metric Tonnes,409.51,1075.88,1528.58,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,15-09-2025,-,13096.69,Metric Tonnes,326.19,1089.52,1614.81,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,16-09-2025,-,10033.39,Metric Tonnes,325.06,1141.47,1732.50,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,17-09-2025,-,10555.34,Metric Tonnes,318.81,1134.00,1619.87,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,18-09-2025,-,13561.77,Metric Tonnes,382.49,1127.88,1617.97,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,19-09-2025,-,11593.60,Metric Tonnes,320.35,1041.66,1424.63,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,20-09-2025,-,5270.20,Metric Tonnes,403.51,1035.74,1385.07,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,22-09-2025,-,6160.70,Metric Tonnes,407.78,1017.73,1438.21,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,23-09-2025,-,13346.16,Metric Tonnes,352.84,1090.26,1622.76,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,24-09-2025,-,14384.00,Metric Tonnes,343.12,1117.63,1664.57,Rs./Quintal
Maharashtra,Nashik,Vegetables,Onion,25-09-2025,-,1703.08,Metric Tonnes,196.18,1324.27,1605.41,Rs./Quintal
